date,temp,rain_in,snow_in,pct_cloud_cover,traffic_volume,holiday,year,month_day,month,day,weekday
2017-04-23,54.84800000000004,0.0,0.0,23.0,62583.0,None,2017,04-23,4,23,Sunday
2017-04-24,58.683920000000036,0.02,0.0,46.68,90313.0,None,2017,04-24,4,24,Monday
2017-04-25,56.09615000000001,0.45,0.0,86.0,138165.0,None,2017,04-25,4,25,Tuesday
2017-04-26,39.10378181818185,0.38,0.0,90.0,193180.0,None,2017,04-26,4,26,Wednesday
2017-04-27,33.41862500000003,0.01,0.0,90.0,118444.0,None,2017,04-27,4,27,Thursday
2017-04-28,41.02475000000003,0.0,0.0,46.416666666666664,97100.0,None,2017,04-28,4,28,Friday
2017-04-29,45.77225000000005,0.0,0.0,36.208333333333336,76105.0,None,2017,04-29,4,29,Saturday
2017-04-30,43.81836363636366,0.71,0.0,80.39393939393939,88061.0,None,2017,04-30,4,30,Sunday
2017-05-01,37.774823529411776,0.26,0.0,90.0,248731.0,None,2017,05-01,5,1,Monday
2017-05-02,45.414909090909134,0.03,0.0,70.36363636363636,101603.0,None,2017,05-02,5,2,Tuesday
2017-05-03,53.67050000000003,0.0,0.0,44.583333333333336,90227.0,None,2017,05-03,5,3,Wednesday
2017-05-04,56.13050000000002,0.0,0.0,22.875,92877.0,None,2017,05-04,5,4,Thursday
2017-05-05,59.79800000000003,0.0,0.0,11.875,94072.0,None,2017,05-05,5,5,Friday
2017-05-06,56.42825000000004,0.0,0.0,7.0,76976.0,None,2017,05-06,5,6,Saturday
2017-05-07,55.86200000000003,0.0,0.0,36.125,65525.0,None,2017,05-07,5,7,Sunday
2017-05-08,57.29281250000004,0.25,0.0,51.5625,99502.0,None,2017,05-08,5,8,Monday
2017-05-09,57.82485714285719,0.03,0.0,55.357142857142854,90130.0,None,2017,05-09,5,9,Tuesday
2017-05-10,59.52961538461541,0.0,0.0,53.19230769230769,99942.0,None,2017,05-10,5,10,Wednesday
2017-05-11,56.465750000000035,0.0,0.0,7.041666666666667,93906.0,None,2017,05-11,5,11,Thursday
2017-05-12,59.47550000000001,0.0,0.0,26.416666666666668,96014.0,None,2017,05-12,5,12,Friday
2017-05-13,66.53525000000006,0.0,0.0,8.5,73821.0,None,2017,05-13,5,13,Saturday
2017-05-14,68.75000000000001,0.0,0.0,12.708333333333334,67090.0,None,2017,05-14,5,14,Sunday
2017-05-15,63.42980000000004,0.24,0.0,39.3,114275.0,None,2017,05-15,5,15,Monday
2017-05-16,65.69857142857148,0.35,0.0,57.214285714285715,150968.0,None,2017,05-16,5,16,Tuesday
2017-05-17,62.64673684210532,1.81,0.0,87.45614035087719,198500.0,None,2017,05-17,5,17,Wednesday
2017-05-18,50.311142857142876,0.27,0.0,84.21428571428571,141080.0,None,2017,05-18,5,18,Thursday
2017-05-19,48.34475000000003,0.0,0.0,39.083333333333336,90502.0,None,2017,05-19,5,19,Friday
2017-05-20,45.95195652173918,1.47,0.0,89.67391304347827,143693.0,None,2017,05-20,5,20,Saturday
2017-05-21,48.707927272727304,0.04,0.0,90.0,136587.0,None,2017,05-21,5,21,Sunday
2017-05-22,53.699000000000034,0.01,0.0,47.69230769230769,86053.0,None,2017,05-22,5,22,Monday
2017-05-23,53.762000000000036,0.01,0.0,62.51851851851852,96969.0,None,2017,05-23,5,23,Tuesday
2017-05-24,54.01550000000003,0.0,0.0,61.458333333333336,90489.0,None,2017,05-24,5,24,Wednesday
2017-05-25,59.08792307692311,0.01,0.0,39.19230769230769,98445.0,None,2017,05-25,5,25,Thursday
2017-05-26,67.30550000000004,0.0,0.0,33.083333333333336,86240.0,None,2017,05-26,5,26,Friday
2017-05-27,62.892500000000034,0.0,0.0,24.5,60864.0,None,2017,05-27,5,27,Saturday
2017-05-28,62.13466666666668,0.02,0.0,38.74074074074074,67799.0,None,2017,05-28,5,28,Sunday
2017-05-29,57.29484615384619,0.0,0.0,75.26923076923077,59338.0,Memorial Day,2017,05-29,5,29,Monday
2017-05-30,54.76280000000004,0.0,0.0,73.08,91177.0,None,2017,05-30,5,30,Tuesday
2017-05-31,61.25300000000004,0.0,0.0,8.958333333333334,89218.0,None,2017,05-31,5,31,Wednesday
2017-06-01,62.384000000000036,0.0,0.0,8.666666666666666,90324.0,None,2017,06-01,6,1,Thursday
2017-06-02,71.55050000000004,0.0,0.0,9.833333333333334,91226.0,None,2017,06-02,6,2,Friday
2017-06-03,78.58025000000005,0.0,0.0,20.291666666666668,70613.0,None,2017,06-03,6,3,Saturday
2017-06-04,74.56700000000004,0.0,0.0,1.6666666666666667,72306.0,None,2017,06-04,6,4,Sunday
2017-06-05,69.43175000000002,0.0,0.0,3.625,86567.0,None,2017,06-05,6,5,Monday
2017-06-06,68.28800000000003,0.0,0.0,5.541666666666667,86732.0,None,2017,06-06,6,6,Tuesday
2017-06-07,72.1186666666667,0.02,0.0,43.25925925925926,95308.0,None,2017,06-07,6,7,Wednesday
2017-06-08,73.46675000000005,0.0,0.0,30.958333333333332,92427.0,None,2017,06-08,6,8,Thursday
2017-06-09,73.18325000000003,0.0,0.0,7.5,90519.0,None,2017,06-09,6,9,Friday
2017-06-10,82.62125000000002,0.0,0.0,20.625,70534.0,None,2017,06-10,6,10,Saturday
2017-06-11,68.51081081081084,1.82,0.0,59.432432432432435,98126.0,None,2017,06-11,6,11,Sunday
2017-06-12,68.96157894736848,0.2,0.0,62.6578947368421,128267.0,None,2017,06-12,6,12,Monday
2017-06-13,75.40025000000006,0.14,0.0,37.958333333333336,88511.0,None,2017,06-13,6,13,Tuesday
2017-06-14,72.71487500000003,0.08,0.0,52.5,97889.0,None,2017,06-14,6,14,Wednesday
2017-06-15,73.70900000000003,0.0,0.0,13.333333333333334,91063.0,None,2017,06-15,6,15,Thursday
2017-06-16,72.08240000000002,0.0,0.0,47.16,88644.0,None,2017,06-16,6,16,Friday
2017-06-17,69.29392307692311,0.2,0.0,49.38461538461539,75249.0,None,2017,06-17,6,17,Saturday
2017-06-18,64.70227586206899,0.01,0.0,57.206896551724135,70936.0,None,2017,06-18,6,18,Sunday
2017-06-19,65.28110000000004,0.0,0.0,44.5,84372.0,None,2017,06-19,6,19,Monday
2017-06-20,64.93466666666671,0.25,0.0,41.888888888888886,98323.0,None,2017,06-20,6,20,Tuesday
2017-06-21,68.18057600000004,0.0,0.0,20.56,95486.0,None,2017,06-21,6,21,Wednesday
2017-06-22,67.80868571428574,0.49,0.0,62.68571428571428,149806.0,None,2017,06-22,6,22,Thursday
2017-06-23,64.07450000000001,0.0,0.0,40.833333333333336,94657.0,None,2017,06-23,6,23,Friday
2017-06-24,59.38057142857146,0.0,0.0,48.785714285714285,88811.0,None,2017,06-24,6,24,Saturday
2017-06-25,59.0226666666667,0.0,0.0,66.37037037037037,75661.0,None,2017,06-25,6,25,Sunday
2017-06-26,59.49950000000003,0.0,0.0,25.0,83348.0,None,2017,06-26,6,26,Monday
2017-06-27,63.97400000000004,0.0,0.0,14.166666666666666,86494.0,None,2017,06-27,6,27,Tuesday
2017-06-28,68.09600000000006,0.91,0.0,76.64444444444445,179114.0,None,2017,06-28,6,28,Wednesday
2017-06-29,68.53625000000004,0.0,0.0,73.66666666666667,90884.0,None,2017,06-29,6,29,Thursday
2017-06-30,68.90956250000005,0.11,0.0,34.75,123907.0,None,2017,06-30,6,30,Friday
2017-07-01,67.4752307692308,0.01,0.0,28.884615384615383,68223.0,None,2017,07-01,7,1,Saturday
2017-07-02,71.67920000000002,0.0,0.0,11.9,52736.0,None,2017,07-02,7,2,Sunday
2017-07-03,69.73925000000004,0.0,0.0,10.916666666666666,69451.0,None,2017,07-03,7,3,Monday
2017-07-04,75.09500000000004,0.0,0.0,20.958333333333332,51205.0,Independence Day,2017,07-04,7,4,Tuesday
2017-07-05,77.8672142857143,0.0,0.0,31.107142857142858,88220.0,None,2017,07-05,7,5,Wednesday
2017-07-06,79.42266666666671,0.0,0.0,26.703703703703702,102007.0,None,2017,07-06,7,6,Thursday
2017-07-07,73.02632000000003,0.0,0.0,21.56,92983.0,None,2017,07-07,7,7,Friday
2017-07-08,68.1986666666667,0.0,0.0,21.037037037037038,68665.0,None,2017,07-08,7,8,Saturday
2017-07-09,71.25028571428574,0.37,0.0,42.857142857142854,66002.0,None,2017,07-09,7,9,Sunday
2017-07-10,73.42325000000004,0.0,0.0,54.583333333333336,76534.0,None,2017,07-10,7,10,Monday
2017-07-11,72.49066666666671,0.0,0.0,13.11111111111111,97121.0,None,2017,07-11,7,11,Tuesday
2017-07-12,75.94215384615387,0.03,0.0,48.73076923076923,89975.0,None,2017,07-12,7,12,Wednesday
2017-07-13,62.89828571428574,0.0,0.0,81.85714285714286,100231.0,None,2017,07-13,7,13,Thursday
2017-07-14,65.66675000000004,0.0,0.0,56.125,92893.0,None,2017,07-14,7,14,Friday
2017-07-15,75.07100000000004,0.0,0.0,8.125,67582.0,None,2017,07-15,7,15,Saturday
2017-07-16,73.62875000000005,0.0,0.0,20.333333333333332,64138.0,None,2017,07-16,7,16,Sunday
2017-07-17,76.11478571428576,0.63,0.0,37.285714285714285,90116.0,None,2017,07-17,7,17,Monday
2017-07-18,73.01054545454548,0.08,0.0,41.333333333333336,106965.0,None,2017,07-18,7,18,Tuesday
2017-07-19,67.24439130434786,1.17,0.0,31.543478260869566,154315.0,None,2017,07-19,7,19,Wednesday
2017-07-20,73.19818181818187,0.0,0.0,43.24242424242424,124102.0,None,2017,07-20,7,20,Thursday
2017-07-21,71.9269032258065,0.0,0.0,48.225806451612904,109154.0,None,2017,07-21,7,21,Friday
2017-07-22,76.98848000000005,0.0,0.0,23.12,70264.0,None,2017,07-22,7,22,Saturday
2017-07-23,70.18325000000006,0.0,0.0,37.291666666666664,62700.0,None,2017,07-23,7,23,Sunday
2017-07-24,66.10400000000004,0.0,0.0,34.2962962962963,90631.0,None,2017,07-24,7,24,Monday
2017-07-25,72.9718918918919,0.39,0.0,53.189189189189186,132476.0,None,2017,07-25,7,25,Tuesday
2017-07-26,74.32769230769236,0.44,0.0,59.92307692307692,151877.0,None,2017,07-26,7,26,Wednesday
2017-07-27,73.66475000000007,0.0,0.0,15.75,93364.0,None,2017,07-27,7,27,Thursday
2017-07-28,72.41864000000004,0.0,0.0,17.84,98140.0,None,2017,07-28,7,28,Friday
2017-07-29,71.98400000000004,0.0,0.0,10.958333333333334,69190.0,None,2017,07-29,7,29,Saturday
2017-07-30,72.56225000000005,0.0,0.0,26.625,66849.0,None,2017,07-30,7,30,Sunday
2017-07-31,74.49275000000004,0.0,0.0,27.75,85409.0,None,2017,07-31,7,31,Monday
2017-08-01,74.81975000000004,0.0,0.0,19.833333333333332,88612.0,None,2017,08-01,8,1,Tuesday
2017-08-02,71.97125000000005,0.0,0.0,38.666666666666664,89136.0,None,2017,08-02,8,2,Wednesday
2017-08-03,58.13880000000006,0.29,0.0,89.0,194089.0,None,2017,08-03,8,3,Thursday
2017-08-04,63.40496000000005,0.0,0.0,57.88,90531.0,None,2017,08-04,8,4,Friday
2017-08-05,64.88669230769236,0.29,0.0,40.46153846153846,77364.0,None,2017,08-05,8,5,Saturday
2017-08-06,65.61920000000005,0.09,0.0,63.86666666666667,85369.0,None,2017,08-06,8,6,Sunday
2017-08-07,63.91876470588239,0.0,0.0,20.323529411764707,115565.0,None,2017,08-07,8,7,Monday
2017-08-08,69.65300000000006,0.0,0.0,24.208333333333332,91563.0,None,2017,08-08,8,8,Tuesday
2017-08-09,65.03495000000007,0.57,0.0,70.8,164198.0,None,2017,08-09,8,9,Wednesday
2017-08-10,64.74464705882356,0.1,0.0,60.85294117647059,109677.0,None,2017,08-10,8,10,Thursday
2017-08-11,64.32980000000003,0.0,0.0,31.966666666666665,113116.0,None,2017,08-11,8,11,Friday
2017-08-12,66.46175000000004,0.0,0.0,27.625,72024.0,None,2017,08-12,8,12,Saturday
2017-08-13,64.74260000000004,1.0,0.0,56.9,76685.0,None,2017,08-13,8,13,Sunday
2017-08-14,64.94635294117653,0.01,0.0,60.529411764705884,107051.0,None,2017,08-14,8,14,Monday
2017-08-15,63.275000000000055,0.0,0.0,28.63888888888889,134638.0,None,2017,08-15,8,15,Tuesday
2017-08-16,69.40893714285716,1.94,0.0,73.57142857142857,134851.0,None,2017,08-16,8,16,Wednesday
2017-08-17,67.75160000000004,0.08,0.0,84.11111111111111,165206.0,None,2017,08-17,8,17,Thursday
2017-08-18,65.70500000000004,0.16,0.0,35.6764705882353,142453.0,None,2017,08-18,8,18,Friday
2017-08-19,64.56252941176474,0.0,0.0,18.647058823529413,89254.0,None,2017,08-19,8,19,Saturday
2017-08-20,72.65768000000003,0.0,0.0,35.68,66348.0,None,2017,08-20,8,20,Sunday
2017-08-21,69.18963636363641,0.19,0.0,63.39393939393939,137111.0,None,2017,08-21,8,21,Monday
2017-08-22,66.59525000000005,0.0,0.0,21.125,90535.0,None,2017,08-22,8,22,Tuesday
2017-08-23,63.968000000000046,0.0,0.0,10.75,91508.0,None,2017,08-23,8,23,Wednesday
2017-08-24,63.81104000000004,0.01,0.0,54.28,96582.0,State Fair,2017,08-24,8,24,Thursday
2017-08-25,63.227187500000056,0.55,0.0,82.375,122598.0,None,2017,08-25,8,25,Friday
2017-08-26,63.22193103448281,1.22,0.0,87.67241379310344,159430.0,None,2017,08-26,8,26,Saturday
2017-08-27,66.08206896551728,0.24,0.0,82.41379310344827,75630.0,None,2017,08-27,8,27,Sunday
2017-08-28,65.31275000000005,0.0,0.0,61.583333333333336,89106.0,None,2017,08-28,8,28,Monday
2017-08-29,63.92720000000004,0.0,0.0,21.133333333333333,116413.0,None,2017,08-29,8,29,Tuesday
2017-08-30,69.37775000000003,0.01,0.0,24.0,93245.0,None,2017,08-30,8,30,Wednesday
2017-08-31,61.41500000000004,0.0,0.0,4.25,97332.0,None,2017,08-31,8,31,Thursday
2017-09-01,61.27509090909095,0.0,0.0,41.21212121212121,114993.0,None,2017,09-01,9,1,Friday
2017-09-02,68.06878571428575,0.0,0.0,57.642857142857146,74937.0,None,2017,09-02,9,2,Saturday
2017-09-03,69.81050000000002,0.0,0.0,12.541666666666666,66080.0,None,2017,09-03,9,3,Sunday
2017-09-04,63.468500000000056,0.07,0.0,38.392857142857146,70719.0,Labor Day,2017,09-04,9,4,Monday
2017-09-05,56.18900000000004,0.0,0.0,45.5,87418.0,None,2017,09-05,9,5,Tuesday
2017-09-06,56.50250000000003,0.0,0.0,52.916666666666664,89875.0,None,2017,09-06,9,6,Wednesday
2017-09-07,56.96600000000004,0.0,0.0,45.48148148148148,94401.0,None,2017,09-07,9,7,Thursday
2017-09-08,58.25750000000002,0.0,0.0,8.625,93617.0,None,2017,09-08,9,8,Friday
2017-09-09,61.94975000000003,0.0,0.0,17.208333333333332,68814.0,None,2017,09-09,9,9,Saturday
2017-09-10,68.24450000000006,0.0,0.0,58.25,57979.0,None,2017,09-10,9,10,Sunday
2017-09-11,68.95832000000003,0.0,0.0,14.28,88227.0,None,2017,09-11,9,11,Monday
2017-09-12,66.63650000000004,0.0,0.0,23.083333333333332,128639.0,None,2017,09-12,9,12,Tuesday
2017-09-13,73.46000000000002,0.0,0.0,22.5,89316.0,None,2017,09-13,9,13,Wednesday
2017-09-14,75.20300000000002,0.0,0.0,5.666666666666667,93482.0,None,2017,09-14,9,14,Thursday
2017-09-15,74.78168000000004,0.0,0.0,28.8,101578.0,None,2017,09-15,9,15,Friday
2017-09-16,69.94864516129039,0.04,0.0,61.03225806451613,91979.0,None,2017,09-16,9,16,Saturday
2017-09-17,56.96750000000005,0.0,0.0,25.25,61542.0,None,2017,09-17,9,17,Sunday
2017-09-18,55.21454545454548,0.37,0.0,80.48484848484848,124689.0,None,2017,09-18,9,18,Monday
2017-09-19,67.56512000000004,0.0,0.0,55.76,94728.0,None,2017,09-19,9,19,Tuesday
2017-09-20,69.02816000000003,0.04,0.0,33.72,92595.0,None,2017,09-20,9,20,Wednesday
2017-09-21,65.16371428571433,0.0,0.0,9.857142857142858,78039.0,None,2017,09-21,9,21,Thursday
2017-09-22,80.13650000000003,0.0,0.0,34.57142857142857,115601.0,None,2017,09-22,9,22,Friday
2017-09-23,79.40768000000003,0.0,0.0,35.24,80251.0,None,2017,09-23,9,23,Saturday
2017-09-24,76.67450000000001,0.0,0.0,38.916666666666664,66004.0,None,2017,09-24,9,24,Sunday
2017-09-25,61.34307317073177,0.41,0.0,88.04878048780488,138006.0,None,2017,09-25,9,25,Monday
2017-09-26,58.58989189189192,0.11,0.0,87.1891891891892,132213.0,None,2017,09-26,9,26,Tuesday
2017-09-27,55.00869565217396,0.0,0.0,19.217391304347824,88990.0,None,2017,09-27,9,27,Wednesday
2017-09-28,59.59850000000003,0.0,0.0,52.708333333333336,91735.0,None,2017,09-28,9,28,Thursday
2017-09-29,54.50072000000006,0.0,0.0,17.04,101109.0,None,2017,09-29,9,29,Friday
2017-09-30,56.05952000000004,0.0,0.0,22.8,84463.0,None,2017,09-30,9,30,Saturday
2017-10-01,58.85533333333336,0.29,0.0,81.85185185185185,74492.0,None,2017,10-01,10,1,Sunday
2017-10-02,62.26034782608699,2.18,0.0,85.1086956521739,144343.0,None,2017,10-02,10,2,Monday
2017-10-03,62.91547368421056,0.12,0.0,72.3157894736842,115010.0,None,2017,10-03,10,3,Tuesday
2017-10-04,50.87975000000005,0.0,0.0,9.458333333333334,88855.0,None,2017,10-04,10,4,Wednesday
2017-10-05,54.878000000000036,0.0,0.0,80.07407407407408,107606.0,None,2017,10-05,10,5,Thursday
2017-10-06,53.76236000000005,0.44,0.0,69.68,201183.0,None,2017,10-06,10,6,Friday
2017-10-07,56.30286363636367,0.17,0.0,73.75,123429.0,None,2017,10-07,10,7,Saturday
2017-10-08,59.05925000000005,0.0,0.0,11.5,61765.0,None,2017,10-08,10,8,Sunday
2017-10-09,48.68525000000003,0.0,0.0,41.416666666666664,83919.0,Columbus Day,2017,10-09,10,9,Monday
2017-10-10,41.73224000000005,0.0,0.0,13.92,96131.0,None,2017,10-10,10,10,Tuesday
2017-10-11,45.820250000000044,0.0,0.0,45.75,90079.0,None,2017,10-11,10,11,Wednesday
2017-10-12,56.732692307692346,0.0,0.0,70.11538461538461,103002.0,None,2017,10-12,10,12,Thursday
2017-10-13,51.57290000000004,0.0,0.0,30.375,97258.0,None,2017,10-13,10,13,Friday
2017-10-14,48.894500000000036,0.53,0.0,69.88888888888889,127890.0,None,2017,10-14,10,14,Saturday
2017-10-15,45.77436363636368,0.03,0.0,75.75757575757575,73266.0,None,2017,10-15,10,15,Sunday
2017-10-16,49.46750000000004,0.0,0.0,10.875,87544.0,None,2017,10-16,10,16,Monday
2017-10-17,55.76375000000005,0.0,0.0,8.625,89431.0,None,2017,10-17,10,17,Tuesday
2017-10-18,58.218500000000056,0.0,0.0,32.0,91968.0,None,2017,10-18,10,18,Wednesday
2017-10-19,55.402250000000045,0.0,0.0,24.708333333333332,90805.0,None,2017,10-19,10,19,Thursday
2017-10-20,64.19300000000005,0.0,0.0,18.375,92342.0,None,2017,10-20,10,20,Friday
2017-10-21,61.86050000000004,0.45,0.0,72.36111111111111,105330.0,None,2017,10-21,10,21,Saturday
2017-10-22,53.338250000000045,0.0,0.0,13.625,65433.0,None,2017,10-22,10,22,Sunday
2017-10-23,52.22975000000005,0.0,0.0,57.708333333333336,86036.0,None,2017,10-23,10,23,Monday
2017-10-24,44.59175000000005,0.0,0.0,47.916666666666664,91832.0,None,2017,10-24,10,24,Tuesday
2017-10-25,45.73100000000003,0.0,0.0,38.958333333333336,89855.0,None,2017,10-25,10,25,Wednesday
2017-10-26,42.41250000000002,0.0,0.0,67.30555555555556,130688.0,None,2017,10-26,10,26,Thursday
2017-10-27,33.96080000000001,0.25,0.1,89.5,223543.0,None,2017,10-27,10,27,Friday
2017-10-28,32.09300000000004,0.0,0.0,61.666666666666664,76716.0,None,2017,10-28,10,28,Saturday
2017-10-29,36.74960000000004,0.03,0.0,69.96666666666667,75870.0,None,2017,10-29,10,29,Sunday
2017-10-30,36.03440000000003,0.0,0.0,85.36666666666666,114346.0,None,2017,10-30,10,30,Monday
2017-10-31,30.40475000000004,0.0,0.0,68.29166666666667,90272.0,None,2017,10-31,10,31,Tuesday
2017-11-01,32.948600000000035,0.05,0.0,80.725,154413.0,None,2017,11-01,11,1,Wednesday
2017-11-02,36.494193548387116,0.0,0.0,81.93548387096774,113643.0,None,2017,11-02,11,2,Thursday
2017-11-03,31.32556250000005,0.05,0.5,59.8125,124394.0,None,2017,11-03,11,3,Friday
2017-11-04,37.89831578947372,0.02,0.0,89.60526315789474,119387.0,None,2017,11-04,11,4,Saturday
2017-11-05,36.74868421052636,0.07,0.0,89.21052631578948,66540.0,None,2017,11-05,11,5,Sunday
2017-11-06,26.778500000000047,0.0,0.0,48.708333333333336,83496.0,None,2017,11-06,11,6,Monday
2017-11-07,29.516000000000044,0.0,0.0,47.708333333333336,87651.0,None,2017,11-07,11,7,Tuesday
2017-11-08,32.44686956521743,0.0,0.0,32.69565217391305,87250.0,None,2017,11-08,11,8,Wednesday
2017-11-09,19.958782608695692,0.0,0.0,33.95652173913044,91427.0,None,2017,11-09,11,9,Thursday
2017-11-10,17.54075000000005,0.03,0.1,43.791666666666664,88966.0,Veteran's Day,2017,11-10,11,10,Friday
2017-11-11,32.03744000000004,0.0,0.0,44.2,73007.0,None,2017,11-11,11,11,Saturday
2017-11-12,28.602846153846183,0.0,0.0,21.115384615384617,64217.0,None,2017,11-12,11,12,Sunday
2017-11-13,33.90800000000005,0.0,0.0,60.275862068965516,93763.0,None,2017,11-13,11,13,Monday
2017-11-14,41.77165217391308,0.08,0.0,90.0,166200.0,None,2017,11-14,11,14,Tuesday
2017-11-15,37.94327272727277,0.0,0.0,88.63636363636364,95183.0,None,2017,11-15,11,15,Wednesday
2017-11-16,30.215000000000035,0.0,0.0,83.58333333333333,93869.0,None,2017,11-16,11,16,Thursday
2017-11-17,36.690340425531964,0.09,0.0,80.40425531914893,214093.0,None,2017,11-17,11,17,Friday
2017-11-18,31.92266666666671,0.0,0.0,44.111111111111114,75995.0,None,2017,11-18,11,18,Saturday
2017-11-19,26.929250000000042,0.0,0.0,14.333333333333334,60910.0,None,2017,11-19,11,19,Sunday
2017-11-20,37.39250000000004,0.0,0.0,34.333333333333336,87035.0,None,2017,11-20,11,20,Monday
2017-11-21,27.596750000000053,0.0,0.0,28.875,89517.0,None,2017,11-21,11,21,Tuesday
2017-11-22,22.115000000000055,0.0,0.0,48.5,87814.0,None,2017,11-22,11,22,Wednesday
2017-11-23,33.360500000000044,0.0,0.0,14.333333333333334,49271.0,Thanksgiving Day,2017,11-23,11,23,Thursday
2017-11-24,48.014461538461575,0.0,0.0,22.5,75351.0,None,2017,11-24,11,24,Friday
2017-11-25,34.20575000000005,0.0,0.0,13.333333333333334,66293.0,None,2017,11-25,11,25,Saturday
2017-11-26,35.23100000000003,0.0,0.0,24.541666666666668,62660.0,None,2017,11-26,11,26,Sunday
2017-11-27,45.11150000000004,0.0,0.0,32.0,84161.0,None,2017,11-27,11,27,Monday
2017-11-28,45.35975000000004,0.0,0.0,13.166666666666666,87465.0,None,2017,11-28,11,28,Tuesday
2017-11-29,34.36550000000005,0.0,0.0,24.708333333333332,91521.0,None,2017,11-29,11,29,Wednesday
2017-11-30,39.37925000000004,0.0,0.0,12.541666666666666,92289.0,None,2017,11-30,11,30,Thursday
2017-12-01,37.26875000000004,0.0,0.0,35.125,96852.0,None,2017,12-01,12,1,Friday
2017-12-02,33.780500000000046,0.0,0.0,10.916666666666666,80362.0,None,2017,12-02,12,2,Saturday
2017-12-03,38.41625000000004,0.0,0.0,41.5,60588.0,None,2017,12-03,12,3,Sunday
2017-12-04,47.31100000000002,0.37,2.1,80.14814814814815,212895.0,None,2017,12-04,12,4,Monday
2017-12-05,20.517636363636413,0.01,0.1,64.45454545454545,75953.0,None,2017,12-05,12,5,Tuesday
2017-12-06,17.61293750000004,0.01,0.2,57.75,117713.0,None,2017,12-06,12,6,Wednesday
2017-12-07,15.02975000000004,0.0,0.0,42.458333333333336,86410.0,None,2017,12-07,12,7,Thursday
2017-12-08,26.21715384615389,0.0,0.0,80.0,96941.0,None,2017,12-08,12,8,Friday
2017-12-09,22.13375000000004,0.0,0.0,80.45833333333333,75140.0,None,2017,12-09,12,9,Saturday
2017-12-10,24.52400000000003,0.0,0.0,45.541666666666664,59425.0,None,2017,12-10,12,10,Sunday
2017-12-11,28.032702702702746,0.18,0.9,76.13513513513513,107665.0,None,2017,12-11,12,11,Monday
2017-12-12,15.004250000000036,0.0,0.0,50.333333333333336,87841.0,None,2017,12-12,12,12,Tuesday
2017-12-13,25.17661538461543,0.01,0.3,67.84615384615384,95002.0,None,2017,12-13,12,13,Wednesday
2017-12-14,19.607692307692346,0.0,0.0,83.5,98219.0,None,2017,12-14,12,14,Thursday
2017-12-15,24.651655172413847,0.05,0.7,88.44827586206897,105424.0,None,2017,12-15,12,15,Friday
2017-12-16,26.977437500000036,0.0,0.0,62.9375,95471.0,None,2017,12-16,12,16,Saturday
2017-12-17,25.0871428571429,0.0,0.0,80.64285714285714,118408.0,None,2017,12-17,12,17,Sunday
2017-12-18,31.45441379310349,0.0,0.0,57.48275862068966,89601.0,None,2017,12-18,12,18,Monday
2017-12-19,32.369750000000046,0.0,0.0,40.916666666666664,88142.0,None,2017,12-19,12,19,Tuesday
2017-12-20,18.905333333333367,0.01,0.1,74.5925925925926,103524.0,None,2017,12-20,12,20,Wednesday
2017-12-21,20.91350000000002,0.0,0.0,76.125,88172.0,None,2017,12-21,12,21,Thursday
2017-12-22,20.826500000000046,0.0,0.0,67.20833333333333,83345.0,None,2017,12-22,12,22,Friday
2017-12-23,16.40260869565222,0.0,0.0,29.17391304347826,58557.0,None,2017,12-23,12,23,Saturday
2017-12-24,16.984000000000034,0.01,0.1,71.37037037037037,60663.0,None,2017,12-24,12,24,Sunday
2017-12-25,-1.2013333333332978,0.0,0.0,43.111111111111114,48355.0,Christmas Day,2017,12-25,12,25,Monday
2017-12-26,-5.0319999999999565,0.0,0.0,3.125,65531.0,None,2017,12-26,12,26,Tuesday
2017-12-27,-3.3302499999999675,0.0,0.0,19.166666666666668,78304.0,None,2017,12-27,12,27,Wednesday
2017-12-28,6.031086956521789,0.09,1.3,87.6086956521739,139384.0,None,2017,12-28,12,28,Thursday
2017-12-29,0.6756551724138276,0.05,0.6,64.6896551724138,97196.0,None,2017,12-29,12,29,Friday
2017-12-30,-9.356499999999961,0.0,0.0,11.75,59402.0,None,2017,12-30,12,30,Saturday
2017-12-31,-10.373499999999957,0.0,0.0,2.3333333333333335,51843.0,None,2017,12-31,12,31,Sunday
2018-01-01,-7.930749999999954,0.0,0.0,1.8333333333333333,41984.0,New Year's Day,2018,01-01,1,1,Monday
2018-01-02,3.7400000000000446,0.0,0.1,50.92857142857143,94245.0,None,2018,01-02,1,2,Tuesday
2018-01-03,3.217280000000043,0.0,0.0,25.24,82155.0,None,2018,01-03,1,3,Wednesday
2018-01-04,-2.2509999999999626,0.0,0.0,40.0,84846.0,None,2018,01-04,1,4,Thursday
2018-01-05,-6.505749999999959,0.0,0.0,11.583333333333334,86855.0,None,2018,01-05,1,5,Friday
2018-01-06,-1.455249999999961,0.0,0.0,33.75,63919.0,None,2018,01-06,1,6,Saturday
2018-01-07,22.00700000000005,0.0,0.0,62.791666666666664,53696.0,None,2018,01-07,1,7,Sunday
2018-01-08,28.314500000000027,0.0,0.0,17.208333333333332,81109.0,None,2018,01-08,1,8,Monday
2018-01-09,34.11350000000004,0.0,0.0,56.791666666666664,87781.0,None,2018,01-09,1,9,Tuesday
2018-01-10,35.64160000000002,0.0,0.0,73.26666666666667,161299.0,None,2018,01-10,1,10,Wednesday
